"bdgt_id","dma2_name","chan1_name","dma1_name","client_id","chan1_id","dma2_id","dma1_id","week_id","percent_max","sp_max_h","sp_min_h"
"41_21_343_40",NULL,NULL,NULL,12,41,21,343,40,NULL,NULL,NULL
"41_21_343_41",NULL,NULL,NULL,12,41,21,343,41,NULL,NULL,NULL
"41_21_343_42",NULL,NULL,NULL,12,41,21,343,42,NULL,NULL,NULL
"41_21_343_43",NULL,NULL,NULL,12,41,21,343,43,NULL,NULL,NULL
"41_21_343_44",NULL,NULL,NULL,12,41,21,343,44,NULL,NULL,NULL
"41_21_343_45",NULL,NULL,NULL,12,41,21,343,45,NULL,NULL,NULL
"41_21_343_46",NULL,NULL,NULL,12,41,21,343,46,NULL,NULL,NULL
"41_21_343_47",NULL,NULL,NULL,12,41,21,343,47,NULL,NULL,NULL
"41_21_343_48",NULL,NULL,NULL,12,41,21,343,48,NULL,NULL,NULL
"41_21_343_49",NULL,NULL,NULL,12,41,21,343,49,NULL,NULL,NULL
"41_21_343_5",NULL,NULL,NULL,12,41,21,343,5,NULL,NULL,NULL
"41_21_343_50",NULL,NULL,NULL,12,41,21,343,50,NULL,NULL,NULL
"41_21_343_51",NULL,NULL,NULL,12,41,21,343,51,NULL,NULL,NULL
"41_21_343_52",NULL,NULL,NULL,12,41,21,343,52,NULL,NULL,NULL
"41_21_343_53",NULL,NULL,NULL,12,41,21,343,53,NULL,NULL,NULL
"41_21_343_6",NULL,NULL,NULL,12,41,21,343,6,NULL,NULL,NULL
"41_21_343_7",NULL,NULL,NULL,12,41,21,343,7,NULL,NULL,NULL
"41_21_343_8",NULL,NULL,NULL,12,41,21,343,8,NULL,NULL,NULL
"41_21_343_9",NULL,NULL,NULL,12,41,21,343,9,NULL,NULL,NULL
"41_23_346_0",NULL,NULL,NULL,12,41,23,346,0,NULL,NULL,NULL
"41_23_346_1",NULL,NULL,NULL,12,41,23,346,1,NULL,NULL,NULL
"41_23_346_10",NULL,NULL,NULL,12,41,23,346,10,NULL,NULL,NULL
"41_23_346_11",NULL,NULL,NULL,12,41,23,346,11,NULL,NULL,NULL
"41_23_346_12",NULL,NULL,NULL,12,41,23,346,12,NULL,NULL,NULL
"41_23_346_13",NULL,NULL,NULL,12,41,23,346,13,NULL,NULL,NULL
"41_23_346_14",NULL,NULL,NULL,12,41,23,346,14,NULL,NULL,NULL
"41_23_346_15",NULL,NULL,NULL,12,41,23,346,15,NULL,NULL,NULL
"41_23_346_16",NULL,NULL,NULL,12,41,23,346,16,NULL,NULL,NULL
"41_23_346_17",NULL,NULL,NULL,12,41,23,346,17,NULL,NULL,NULL
"41_23_346_18",NULL,NULL,NULL,12,41,23,346,18,NULL,NULL,NULL
"41_23_346_19",NULL,NULL,NULL,12,41,23,346,19,NULL,NULL,NULL
"41_23_346_2",NULL,NULL,NULL,12,41,23,346,2,NULL,NULL,NULL
"41_23_346_20",NULL,NULL,NULL,12,41,23,346,20,NULL,NULL,NULL
"41_23_346_21",NULL,NULL,NULL,12,41,23,346,21,NULL,NULL,NULL
"41_23_346_22",NULL,NULL,NULL,12,41,23,346,22,NULL,NULL,NULL
"41_23_346_23",NULL,NULL,NULL,12,41,23,346,23,NULL,NULL,NULL
"41_23_346_24",NULL,NULL,NULL,12,41,23,346,24,NULL,NULL,NULL
"41_23_346_25",NULL,NULL,NULL,12,41,23,346,25,NULL,NULL,NULL
"41_23_346_26",NULL,NULL,NULL,12,41,23,346,26,NULL,NULL,NULL
"41_23_346_27",NULL,NULL,NULL,12,41,23,346,27,NULL,NULL,NULL
"41_23_346_28",NULL,NULL,NULL,12,41,23,346,28,NULL,NULL,NULL
"41_23_346_29",NULL,NULL,NULL,12,41,23,346,29,NULL,NULL,NULL
"41_23_346_3",NULL,NULL,NULL,12,41,23,346,3,NULL,NULL,NULL
"41_23_346_30",NULL,NULL,NULL,12,41,23,346,30,NULL,NULL,NULL
"41_23_346_31",NULL,NULL,NULL,12,41,23,346,31,NULL,NULL,NULL
"41_23_346_32",NULL,NULL,NULL,12,41,23,346,32,NULL,NULL,NULL
"41_23_346_33",NULL,NULL,NULL,12,41,23,346,33,NULL,NULL,NULL
"41_23_346_34",NULL,NULL,NULL,12,41,23,346,34,NULL,NULL,NULL
"41_23_346_35",NULL,NULL,NULL,12,41,23,346,35,NULL,NULL,NULL
"41_23_346_36",NULL,NULL,NULL,12,41,23,346,36,NULL,NULL,NULL
"41_23_346_37",NULL,NULL,NULL,12,41,23,346,37,NULL,NULL,NULL
"41_23_346_38",NULL,NULL,NULL,12,41,23,346,38,NULL,NULL,NULL
"41_23_346_39",NULL,NULL,NULL,12,41,23,346,39,NULL,NULL,NULL
"41_23_346_4",NULL,NULL,NULL,12,41,23,346,4,NULL,NULL,NULL
"41_23_346_40",NULL,NULL,NULL,12,41,23,346,40,NULL,NULL,NULL
"41_23_346_41",NULL,NULL,NULL,12,41,23,346,41,NULL,NULL,NULL
"41_23_346_42",NULL,NULL,NULL,12,41,23,346,42,NULL,NULL,NULL
"41_23_346_43",NULL,NULL,NULL,12,41,23,346,43,NULL,NULL,NULL
"41_23_346_44",NULL,NULL,NULL,12,41,23,346,44,NULL,NULL,NULL
"41_23_346_45",NULL,NULL,NULL,12,41,23,346,45,NULL,NULL,NULL
"41_23_346_46",NULL,NULL,NULL,12,41,23,346,46,NULL,NULL,NULL
"41_23_346_47",NULL,NULL,NULL,12,41,23,346,47,NULL,NULL,NULL
"41_23_346_48",NULL,NULL,NULL,12,41,23,346,48,NULL,NULL,NULL
"41_23_346_49",NULL,NULL,NULL,12,41,23,346,49,NULL,NULL,NULL
"41_23_346_5",NULL,NULL,NULL,12,41,23,346,5,NULL,NULL,NULL
"41_23_346_50",NULL,NULL,NULL,12,41,23,346,50,NULL,NULL,NULL
"41_23_346_51",NULL,NULL,NULL,12,41,23,346,51,NULL,NULL,NULL
"41_23_346_52",NULL,NULL,NULL,12,41,23,346,52,NULL,NULL,NULL
"41_23_346_53",NULL,NULL,NULL,12,41,23,346,53,NULL,NULL,NULL
"41_23_346_6",NULL,NULL,NULL,12,41,23,346,6,NULL,NULL,NULL
"41_23_346_7",NULL,NULL,NULL,12,41,23,346,7,NULL,NULL,NULL
"41_23_346_8",NULL,NULL,NULL,12,41,23,346,8,NULL,NULL,NULL
"41_23_346_9",NULL,NULL,NULL,12,41,23,346,9,NULL,NULL,NULL
"41_24_346_0",NULL,NULL,NULL,12,41,24,346,0,NULL,NULL,NULL
"41_24_346_1",NULL,NULL,NULL,12,41,24,346,1,NULL,NULL,NULL
"41_24_346_10",NULL,NULL,NULL,12,41,24,346,10,NULL,NULL,NULL
"41_24_346_11",NULL,NULL,NULL,12,41,24,346,11,NULL,NULL,NULL
"41_24_346_12",NULL,NULL,NULL,12,41,24,346,12,NULL,NULL,NULL
"41_24_346_13",NULL,NULL,NULL,12,41,24,346,13,NULL,NULL,NULL
"41_24_346_14",NULL,NULL,NULL,12,41,24,346,14,NULL,NULL,NULL
"41_24_346_15",NULL,NULL,NULL,12,41,24,346,15,NULL,NULL,NULL
"41_24_346_16",NULL,NULL,NULL,12,41,24,346,16,NULL,NULL,NULL
"41_24_346_17",NULL,NULL,NULL,12,41,24,346,17,NULL,NULL,NULL
"41_24_346_18",NULL,NULL,NULL,12,41,24,346,18,NULL,NULL,NULL
"41_24_346_19",NULL,NULL,NULL,12,41,24,346,19,NULL,NULL,NULL
"41_24_346_2",NULL,NULL,NULL,12,41,24,346,2,NULL,NULL,NULL
"41_24_346_20",NULL,NULL,NULL,12,41,24,346,20,NULL,NULL,NULL
"41_24_346_21",NULL,NULL,NULL,12,41,24,346,21,NULL,NULL,NULL
"41_24_346_22",NULL,NULL,NULL,12,41,24,346,22,NULL,NULL,NULL
"41_24_346_23",NULL,NULL,NULL,12,41,24,346,23,NULL,NULL,NULL
"41_24_346_24",NULL,NULL,NULL,12,41,24,346,24,NULL,NULL,NULL
"41_24_346_25",NULL,NULL,NULL,12,41,24,346,25,NULL,NULL,NULL
"41_24_346_26",NULL,NULL,NULL,12,41,24,346,26,NULL,NULL,NULL
"41_24_346_27",NULL,NULL,NULL,12,41,24,346,27,NULL,NULL,NULL
"41_24_346_28",NULL,NULL,NULL,12,41,24,346,28,NULL,NULL,NULL
"41_24_346_29",NULL,NULL,NULL,12,41,24,346,29,NULL,NULL,NULL
"41_24_346_3",NULL,NULL,NULL,12,41,24,346,3,NULL,NULL,NULL
"41_24_346_30",NULL,NULL,NULL,12,41,24,346,30,NULL,NULL,NULL
"41_24_346_31",NULL,NULL,NULL,12,41,24,346,31,NULL,NULL,NULL
"41_24_346_32",NULL,NULL,NULL,12,41,24,346,32,NULL,NULL,NULL
"41_24_346_33",NULL,NULL,NULL,12,41,24,346,33,NULL,NULL,NULL
"41_24_346_34",NULL,NULL,NULL,12,41,24,346,34,NULL,NULL,NULL
"41_24_346_35",NULL,NULL,NULL,12,41,24,346,35,NULL,NULL,NULL
"41_24_346_36",NULL,NULL,NULL,12,41,24,346,36,NULL,NULL,NULL
"41_24_346_37",NULL,NULL,NULL,12,41,24,346,37,NULL,NULL,NULL
"41_24_346_38",NULL,NULL,NULL,12,41,24,346,38,NULL,NULL,NULL
"41_24_346_39",NULL,NULL,NULL,12,41,24,346,39,NULL,NULL,NULL
"41_24_346_4",NULL,NULL,NULL,12,41,24,346,4,NULL,NULL,NULL
"41_24_346_40",NULL,NULL,NULL,12,41,24,346,40,NULL,NULL,NULL
"41_24_346_41",NULL,NULL,NULL,12,41,24,346,41,NULL,NULL,NULL
"41_24_346_42",NULL,NULL,NULL,12,41,24,346,42,NULL,NULL,NULL
"41_24_346_43",NULL,NULL,NULL,12,41,24,346,43,NULL,NULL,NULL
"41_24_346_44",NULL,NULL,NULL,12,41,24,346,44,NULL,NULL,NULL
"41_24_346_45",NULL,NULL,NULL,12,41,24,346,45,NULL,NULL,NULL
"41_24_346_46",NULL,NULL,NULL,12,41,24,346,46,NULL,NULL,NULL
"41_24_346_47",NULL,NULL,NULL,12,41,24,346,47,NULL,NULL,NULL
"41_24_346_48",NULL,NULL,NULL,12,41,24,346,48,NULL,NULL,NULL
"41_24_346_49",NULL,NULL,NULL,12,41,24,346,49,NULL,NULL,NULL
"41_24_346_5",NULL,NULL,NULL,12,41,24,346,5,NULL,NULL,NULL
"41_24_346_50",NULL,NULL,NULL,12,41,24,346,50,NULL,NULL,NULL
"41_24_346_51",NULL,NULL,NULL,12,41,24,346,51,NULL,NULL,NULL
"41_24_346_52",NULL,NULL,NULL,12,41,24,346,52,NULL,NULL,NULL
"41_24_346_53",NULL,NULL,NULL,12,41,24,346,53,NULL,NULL,NULL
"41_24_346_6",NULL,NULL,NULL,12,41,24,346,6,NULL,NULL,NULL
"41_24_346_7",NULL,NULL,NULL,12,41,24,346,7,NULL,NULL,NULL
"41_24_346_8",NULL,NULL,NULL,12,41,24,346,8,NULL,NULL,NULL
"41_24_346_9",NULL,NULL,NULL,12,41,24,346,9,NULL,NULL,NULL
"41_25_344_0",NULL,NULL,NULL,12,41,25,344,0,NULL,NULL,NULL
"41_25_344_1",NULL,NULL,NULL,12,41,25,344,1,NULL,NULL,NULL
"41_25_344_10",NULL,NULL,NULL,12,41,25,344,10,NULL,NULL,NULL
"41_25_344_11",NULL,NULL,NULL,12,41,25,344,11,NULL,NULL,NULL
"41_25_344_12",NULL,NULL,NULL,12,41,25,344,12,NULL,NULL,NULL
"41_25_344_13",NULL,NULL,NULL,12,41,25,344,13,NULL,NULL,NULL
"41_25_344_14",NULL,NULL,NULL,12,41,25,344,14,NULL,NULL,NULL
"41_25_344_15",NULL,NULL,NULL,12,41,25,344,15,NULL,NULL,NULL
"41_25_344_16",NULL,NULL,NULL,12,41,25,344,16,NULL,NULL,NULL
"41_25_344_17",NULL,NULL,NULL,12,41,25,344,17,NULL,NULL,NULL
"41_25_344_18",NULL,NULL,NULL,12,41,25,344,18,NULL,NULL,NULL
"41_25_344_19",NULL,NULL,NULL,12,41,25,344,19,NULL,NULL,NULL
"41_25_344_2",NULL,NULL,NULL,12,41,25,344,2,NULL,NULL,NULL
"41_25_344_20",NULL,NULL,NULL,12,41,25,344,20,NULL,NULL,NULL
"41_25_344_21",NULL,NULL,NULL,12,41,25,344,21,NULL,NULL,NULL
"41_25_344_22",NULL,NULL,NULL,12,41,25,344,22,NULL,NULL,NULL
"41_25_344_23",NULL,NULL,NULL,12,41,25,344,23,NULL,NULL,NULL
"41_25_344_24",NULL,NULL,NULL,12,41,25,344,24,NULL,NULL,NULL
"41_25_344_25",NULL,NULL,NULL,12,41,25,344,25,NULL,NULL,NULL
"41_25_344_26",NULL,NULL,NULL,12,41,25,344,26,NULL,NULL,NULL
"41_25_344_27",NULL,NULL,NULL,12,41,25,344,27,NULL,NULL,NULL
"41_25_344_28",NULL,NULL,NULL,12,41,25,344,28,NULL,NULL,NULL
"41_25_344_29",NULL,NULL,NULL,12,41,25,344,29,NULL,NULL,NULL
"41_25_344_3",NULL,NULL,NULL,12,41,25,344,3,NULL,NULL,NULL
"41_25_344_30",NULL,NULL,NULL,12,41,25,344,30,NULL,NULL,NULL
"41_25_344_31",NULL,NULL,NULL,12,41,25,344,31,NULL,NULL,NULL
"41_25_344_32",NULL,NULL,NULL,12,41,25,344,32,NULL,NULL,NULL
"41_25_344_33",NULL,NULL,NULL,12,41,25,344,33,NULL,NULL,NULL
"41_25_344_34",NULL,NULL,NULL,12,41,25,344,34,NULL,NULL,NULL
"41_25_344_35",NULL,NULL,NULL,12,41,25,344,35,NULL,NULL,NULL
"41_25_344_36",NULL,NULL,NULL,12,41,25,344,36,NULL,NULL,NULL
"41_25_344_37",NULL,NULL,NULL,12,41,25,344,37,NULL,NULL,NULL
"41_25_344_38",NULL,NULL,NULL,12,41,25,344,38,NULL,NULL,NULL
"41_25_344_39",NULL,NULL,NULL,12,41,25,344,39,NULL,NULL,NULL
"41_25_344_4",NULL,NULL,NULL,12,41,25,344,4,NULL,NULL,NULL
"41_25_344_40",NULL,NULL,NULL,12,41,25,344,40,NULL,NULL,NULL
"41_25_344_41",NULL,NULL,NULL,12,41,25,344,41,NULL,NULL,NULL
"41_25_344_42",NULL,NULL,NULL,12,41,25,344,42,NULL,NULL,NULL
"41_25_344_43",NULL,NULL,NULL,12,41,25,344,43,NULL,NULL,NULL
"41_25_344_44",NULL,NULL,NULL,12,41,25,344,44,NULL,NULL,NULL
"41_25_344_45",NULL,NULL,NULL,12,41,25,344,45,NULL,NULL,NULL
"41_25_344_46",NULL,NULL,NULL,12,41,25,344,46,NULL,NULL,NULL
"41_25_344_47",NULL,NULL,NULL,12,41,25,344,47,NULL,NULL,NULL
"41_25_344_48",NULL,NULL,NULL,12,41,25,344,48,NULL,NULL,NULL
"41_25_344_49",NULL,NULL,NULL,12,41,25,344,49,NULL,NULL,NULL
"41_25_344_5",NULL,NULL,NULL,12,41,25,344,5,NULL,NULL,NULL
"41_25_344_50",NULL,NULL,NULL,12,41,25,344,50,NULL,NULL,NULL
"41_25_344_51",NULL,NULL,NULL,12,41,25,344,51,NULL,NULL,NULL
"41_25_344_52",NULL,NULL,NULL,12,41,25,344,52,NULL,NULL,NULL
"41_25_344_53",NULL,NULL,NULL,12,41,25,344,53,NULL,NULL,NULL
"41_25_344_6",NULL,NULL,NULL,12,41,25,344,6,NULL,NULL,NULL
"41_25_344_7",NULL,NULL,NULL,12,41,25,344,7,NULL,NULL,NULL
"41_25_344_8",NULL,NULL,NULL,12,41,25,344,8,NULL,NULL,NULL
"41_25_344_9",NULL,NULL,NULL,12,41,25,344,9,NULL,NULL,NULL
"41_27_344_0",NULL,NULL,NULL,12,41,27,344,0,NULL,NULL,NULL
"41_27_344_1",NULL,NULL,NULL,12,41,27,344,1,NULL,NULL,NULL
"41_27_344_10",NULL,NULL,NULL,12,41,27,344,10,NULL,NULL,NULL
"41_27_344_11",NULL,NULL,NULL,12,41,27,344,11,NULL,NULL,NULL
"41_27_344_12",NULL,NULL,NULL,12,41,27,344,12,NULL,NULL,NULL
"41_27_344_13",NULL,NULL,NULL,12,41,27,344,13,NULL,NULL,NULL
"41_27_344_14",NULL,NULL,NULL,12,41,27,344,14,NULL,NULL,NULL
"41_27_344_15",NULL,NULL,NULL,12,41,27,344,15,NULL,NULL,NULL
"41_27_344_16",NULL,NULL,NULL,12,41,27,344,16,NULL,NULL,NULL
"41_27_344_17",NULL,NULL,NULL,12,41,27,344,17,NULL,NULL,NULL
"41_27_344_18",NULL,NULL,NULL,12,41,27,344,18,NULL,NULL,NULL
"41_27_344_19",NULL,NULL,NULL,12,41,27,344,19,NULL,NULL,NULL
"41_27_344_2",NULL,NULL,NULL,12,41,27,344,2,NULL,NULL,NULL
"41_27_344_20",NULL,NULL,NULL,12,41,27,344,20,NULL,NULL,NULL
"41_27_344_21",NULL,NULL,NULL,12,41,27,344,21,NULL,NULL,NULL
"41_27_344_22",NULL,NULL,NULL,12,41,27,344,22,NULL,NULL,NULL
"41_27_344_23",NULL,NULL,NULL,12,41,27,344,23,NULL,NULL,NULL
"41_27_344_24",NULL,NULL,NULL,12,41,27,344,24,NULL,NULL,NULL
"41_27_344_25",NULL,NULL,NULL,12,41,27,344,25,NULL,NULL,NULL
"41_27_344_26",NULL,NULL,NULL,12,41,27,344,26,NULL,NULL,NULL
"41_27_344_27",NULL,NULL,NULL,12,41,27,344,27,NULL,NULL,NULL
"41_27_344_28",NULL,NULL,NULL,12,41,27,344,28,NULL,NULL,NULL
"41_27_344_29",NULL,NULL,NULL,12,41,27,344,29,NULL,NULL,NULL
"41_27_344_3",NULL,NULL,NULL,12,41,27,344,3,NULL,NULL,NULL
"41_27_344_30",NULL,NULL,NULL,12,41,27,344,30,NULL,NULL,NULL
"41_27_344_31",NULL,NULL,NULL,12,41,27,344,31,NULL,NULL,NULL
"41_27_344_32",NULL,NULL,NULL,12,41,27,344,32,NULL,NULL,NULL
"41_27_344_33",NULL,NULL,NULL,12,41,27,344,33,NULL,NULL,NULL
"41_27_344_34",NULL,NULL,NULL,12,41,27,344,34,NULL,NULL,NULL
"41_27_344_35",NULL,NULL,NULL,12,41,27,344,35,NULL,NULL,NULL
"41_27_344_36",NULL,NULL,NULL,12,41,27,344,36,NULL,NULL,NULL
"41_27_344_37",NULL,NULL,NULL,12,41,27,344,37,NULL,NULL,NULL
"41_27_344_38",NULL,NULL,NULL,12,41,27,344,38,NULL,NULL,NULL
"41_27_344_39",NULL,NULL,NULL,12,41,27,344,39,NULL,NULL,NULL
"41_27_344_4",NULL,NULL,NULL,12,41,27,344,4,NULL,NULL,NULL
"41_27_344_40",NULL,NULL,NULL,12,41,27,344,40,NULL,NULL,NULL
"41_27_344_41",NULL,NULL,NULL,12,41,27,344,41,NULL,NULL,NULL
"41_27_344_42",NULL,NULL,NULL,12,41,27,344,42,NULL,NULL,NULL
"41_27_344_43",NULL,NULL,NULL,12,41,27,344,43,NULL,NULL,NULL
"41_27_344_44",NULL,NULL,NULL,12,41,27,344,44,NULL,NULL,NULL
"41_27_344_45",NULL,NULL,NULL,12,41,27,344,45,NULL,NULL,NULL
"41_27_344_46",NULL,NULL,NULL,12,41,27,344,46,NULL,NULL,NULL
"41_27_344_47",NULL,NULL,NULL,12,41,27,344,47,NULL,NULL,NULL
"41_27_344_48",NULL,NULL,NULL,12,41,27,344,48,NULL,NULL,NULL
"41_27_344_49",NULL,NULL,NULL,12,41,27,344,49,NULL,NULL,NULL
"41_27_344_5",NULL,NULL,NULL,12,41,27,344,5,NULL,NULL,NULL
"41_27_344_50",NULL,NULL,NULL,12,41,27,344,50,NULL,NULL,NULL
"41_27_344_51",NULL,NULL,NULL,12,41,27,344,51,NULL,NULL,NULL
"41_27_344_52",NULL,NULL,NULL,12,41,27,344,52,NULL,NULL,NULL
"41_27_344_53",NULL,NULL,NULL,12,41,27,344,53,NULL,NULL,NULL
"41_27_344_6",NULL,NULL,NULL,12,41,27,344,6,NULL,NULL,NULL
"41_27_344_7",NULL,NULL,NULL,12,41,27,344,7,NULL,NULL,NULL
"41_27_344_8",NULL,NULL,NULL,12,41,27,344,8,NULL,NULL,NULL
"41_27_344_9",NULL,NULL,NULL,12,41,27,344,9,NULL,NULL,NULL
"41_322_346_0",NULL,NULL,NULL,12,41,322,346,0,NULL,NULL,NULL
"41_322_346_1",NULL,NULL,NULL,12,41,322,346,1,NULL,NULL,NULL
"41_322_346_10",NULL,NULL,NULL,12,41,322,346,10,NULL,NULL,NULL
"41_322_346_11",NULL,NULL,NULL,12,41,322,346,11,NULL,NULL,NULL
"41_322_346_12",NULL,NULL,NULL,12,41,322,346,12,NULL,NULL,NULL
"41_322_346_13",NULL,NULL,NULL,12,41,322,346,13,NULL,NULL,NULL
"41_322_346_14",NULL,NULL,NULL,12,41,322,346,14,NULL,NULL,NULL
"41_322_346_15",NULL,NULL,NULL,12,41,322,346,15,NULL,NULL,NULL
"41_322_346_16",NULL,NULL,NULL,12,41,322,346,16,NULL,NULL,NULL
"41_322_346_17",NULL,NULL,NULL,12,41,322,346,17,NULL,NULL,NULL
"41_322_346_18",NULL,NULL,NULL,12,41,322,346,18,NULL,NULL,NULL
"41_322_346_19",NULL,NULL,NULL,12,41,322,346,19,NULL,NULL,NULL
"41_322_346_2",NULL,NULL,NULL,12,41,322,346,2,NULL,NULL,NULL
"41_322_346_20",NULL,NULL,NULL,12,41,322,346,20,NULL,NULL,NULL
"41_322_346_21",NULL,NULL,NULL,12,41,322,346,21,NULL,NULL,NULL
"41_322_346_22",NULL,NULL,NULL,12,41,322,346,22,NULL,NULL,NULL
"41_322_346_23",NULL,NULL,NULL,12,41,322,346,23,NULL,NULL,NULL
"41_322_346_24",NULL,NULL,NULL,12,41,322,346,24,NULL,NULL,NULL
"41_322_346_25",NULL,NULL,NULL,12,41,322,346,25,NULL,NULL,NULL
"41_322_346_26",NULL,NULL,NULL,12,41,322,346,26,NULL,NULL,NULL
"41_322_346_27",NULL,NULL,NULL,12,41,322,346,27,NULL,NULL,NULL
"41_322_346_28",NULL,NULL,NULL,12,41,322,346,28,NULL,NULL,NULL
"41_322_346_29",NULL,NULL,NULL,12,41,322,346,29,NULL,NULL,NULL
"41_322_346_3",NULL,NULL,NULL,12,41,322,346,3,NULL,NULL,NULL
"41_322_346_30",NULL,NULL,NULL,12,41,322,346,30,NULL,NULL,NULL
"41_322_346_31",NULL,NULL,NULL,12,41,322,346,31,NULL,NULL,NULL
"41_322_346_32",NULL,NULL,NULL,12,41,322,346,32,NULL,NULL,NULL
"41_322_346_33",NULL,NULL,NULL,12,41,322,346,33,NULL,NULL,NULL
"41_322_346_34",NULL,NULL,NULL,12,41,322,346,34,NULL,NULL,NULL
"41_322_346_35",NULL,NULL,NULL,12,41,322,346,35,NULL,NULL,NULL
"41_322_346_36",NULL,NULL,NULL,12,41,322,346,36,NULL,NULL,NULL
"41_322_346_37",NULL,NULL,NULL,12,41,322,346,37,NULL,NULL,NULL
"41_322_346_38",NULL,NULL,NULL,12,41,322,346,38,NULL,NULL,NULL
"41_322_346_39",NULL,NULL,NULL,12,41,322,346,39,NULL,NULL,NULL
"41_322_346_4",NULL,NULL,NULL,12,41,322,346,4,NULL,NULL,NULL
"41_322_346_40",NULL,NULL,NULL,12,41,322,346,40,NULL,NULL,NULL
"41_322_346_41",NULL,NULL,NULL,12,41,322,346,41,NULL,NULL,NULL
"41_322_346_42",NULL,NULL,NULL,12,41,322,346,42,NULL,NULL,NULL
"41_322_346_43",NULL,NULL,NULL,12,41,322,346,43,NULL,NULL,NULL
"41_322_346_44",NULL,NULL,NULL,12,41,322,346,44,NULL,NULL,NULL
"41_322_346_45",NULL,NULL,NULL,12,41,322,346,45,NULL,NULL,NULL
"41_322_346_46",NULL,NULL,NULL,12,41,322,346,46,NULL,NULL,NULL
"41_322_346_47",NULL,NULL,NULL,12,41,322,346,47,NULL,NULL,NULL
"41_322_346_48",NULL,NULL,NULL,12,41,322,346,48,NULL,NULL,NULL
"41_322_346_49",NULL,NULL,NULL,12,41,322,346,49,NULL,NULL,NULL
"41_322_346_5",NULL,NULL,NULL,12,41,322,346,5,NULL,NULL,NULL
"41_322_346_50",NULL,NULL,NULL,12,41,322,346,50,NULL,NULL,NULL
"41_322_346_51",NULL,NULL,NULL,12,41,322,346,51,NULL,NULL,NULL
"41_322_346_52",NULL,NULL,NULL,12,41,322,346,52,NULL,NULL,NULL
"41_322_346_53",NULL,NULL,NULL,12,41,322,346,53,NULL,NULL,NULL
"41_322_346_6",NULL,NULL,NULL,12,41,322,346,6,NULL,NULL,NULL
"41_322_346_7",NULL,NULL,NULL,12,41,322,346,7,NULL,NULL,NULL
"41_322_346_8",NULL,NULL,NULL,12,41,322,346,8,NULL,NULL,NULL
"41_322_346_9",NULL,NULL,NULL,12,41,322,346,9,NULL,NULL,NULL
"42_11_343_0",NULL,NULL,NULL,12,42,11,343,0,NULL,NULL,NULL
"42_11_343_1",NULL,NULL,NULL,12,42,11,343,1,NULL,NULL,NULL
"42_11_343_10",NULL,NULL,NULL,12,42,11,343,10,NULL,NULL,NULL
"42_11_343_11",NULL,NULL,NULL,12,42,11,343,11,NULL,NULL,NULL
"42_11_343_12",NULL,NULL,NULL,12,42,11,343,12,NULL,NULL,NULL
"42_11_343_13",NULL,NULL,NULL,12,42,11,343,13,NULL,NULL,NULL
"42_11_343_14",NULL,NULL,NULL,12,42,11,343,14,NULL,NULL,NULL
"42_11_343_15",NULL,NULL,NULL,12,42,11,343,15,NULL,NULL,NULL
"42_11_343_16",NULL,NULL,NULL,12,42,11,343,16,NULL,NULL,NULL
"42_11_343_17",NULL,NULL,NULL,12,42,11,343,17,NULL,NULL,NULL
"42_11_343_18",NULL,NULL,NULL,12,42,11,343,18,NULL,NULL,NULL
"42_11_343_19",NULL,NULL,NULL,12,42,11,343,19,NULL,NULL,NULL
"42_11_343_2",NULL,NULL,NULL,12,42,11,343,2,NULL,NULL,NULL
"42_11_343_20",NULL,NULL,NULL,12,42,11,343,20,NULL,NULL,NULL
"42_11_343_21",NULL,NULL,NULL,12,42,11,343,21,NULL,NULL,NULL
"42_11_343_22",NULL,NULL,NULL,12,42,11,343,22,NULL,NULL,NULL
"42_11_343_23",NULL,NULL,NULL,12,42,11,343,23,NULL,NULL,NULL
"42_11_343_24",NULL,NULL,NULL,12,42,11,343,24,NULL,NULL,NULL
"42_11_343_25",NULL,NULL,NULL,12,42,11,343,25,NULL,NULL,NULL
"42_11_343_26",NULL,NULL,NULL,12,42,11,343,26,NULL,NULL,NULL
"42_11_343_27",NULL,NULL,NULL,12,42,11,343,27,NULL,NULL,NULL
"42_11_343_28",NULL,NULL,NULL,12,42,11,343,28,NULL,NULL,NULL
"42_11_343_29",NULL,NULL,NULL,12,42,11,343,29,NULL,NULL,NULL
"42_11_343_3",NULL,NULL,NULL,12,42,11,343,3,NULL,NULL,NULL
"42_11_343_30",NULL,NULL,NULL,12,42,11,343,30,NULL,NULL,NULL
"42_11_343_31",NULL,NULL,NULL,12,42,11,343,31,NULL,NULL,NULL
"42_11_343_32",NULL,NULL,NULL,12,42,11,343,32,NULL,NULL,NULL
"42_11_343_33",NULL,NULL,NULL,12,42,11,343,33,NULL,NULL,NULL
"42_11_343_34",NULL,NULL,NULL,12,42,11,343,34,NULL,NULL,NULL
"42_11_343_35",NULL,NULL,NULL,12,42,11,343,35,NULL,NULL,NULL
"42_11_343_36",NULL,NULL,NULL,12,42,11,343,36,NULL,NULL,NULL
"42_11_343_37",NULL,NULL,NULL,12,42,11,343,37,NULL,NULL,NULL
"42_11_343_38",NULL,NULL,NULL,12,42,11,343,38,NULL,NULL,NULL
"42_11_343_39",NULL,NULL,NULL,12,42,11,343,39,NULL,NULL,NULL
